store,description,market,parent,capacity,maxReleaseOrderPerDay,supplyOffsetQuantity,isDefault,status,preferred,type,inventoryAvailableToSell,rollupInventory,longitude,state,country,city,address,postalCode,latitude
5138,House of Brews #5138,US,5138,90,90,3,N,A,N,S,Y,Y,,NY,US,JAMAICA,159-18 JAMAICA AVENUE,11432,
1637,SQAle Brewery #1637,US,1637,15,15,0,N,A,N,S,Y,Y,-93.732121,LA,US,BOSSIER,398 Boardwalk Boulevard,71111,32.514176
2480,Store #2480,CA,2480,30,30,0,N,A,N,S,N,N,,,,,,,
6105,Brewdis #6105,US,6105,25,125,0,N,A,N,S,Y,Y,,SC,US,COLUMBIA,100 COLUMBIANA CIR,29212-2266,
8133,SQAle #8133,US,8133,30,30,0,N,A,N,S,N,N,,PR,US,SAN JUAN,525 AVE F D ROOSEVELT,918,
7604,Brewdis #7604,US,7604,20,100,0,N,A,N,S,Y,Y,-85.619352,MI,US,Portage,6650 S WESTNEDGE AVE,49024,42.197442
6465,House of Brews #6465,US,6465,65,65,3,N,A,N,S,Y,Y,,KY,US,ELIZABETHTOWN,1940 N DIXIE HWY,42701,
5522,House of Brews#5522,US,5522,45,90,3,N,A,N,S,Y,Y,-121.899938,CA,US,MILPITAS,1172 GREAT MALL DR,95035,37.414123
5485,House of Brews #5485,US,5485,0,45,3,N,O,N,S,N,N,,TN,US,HIXSON,5756 HIGHWAY 153,37343,
798,Brewdis #798,US,798,30,150,0,N,A,N,S,Y,Y,,NJ,US,SHREWSBURY,591 BROAD ST,07702-4150,
3077,House of Brews #3077,US,3077,65,65,3,N,A,N,S,Y,Y,,NY,US,BUFFALO,3701 MCKINLEY PARKWAY,14219,
8423,SQAle #8423,US,8423,15,15,0,N,O,N,S,N,N,,IL,US,CHAMPAIGN,2000 N. Neil Street,61821,
6456,House of Brews #6456,US,6456,65,65,3,N,A,N,S,Y,Y,,NJ,US,LINDEN,649 WEST EDGAR ROAD,7036,
7176,House of Brews#7176,US,7176,25,30,0,N,A,N,S,Y,Y,-118.085995,CA,US,MONTEBELLO,2134 MONTEBELLO TOWN CENTER,90640,34.036013
3422,House of Brews #3422,US,3422,45,45,3,N,A,N,S,Y,Y,,VA,US,CHESAPEAKE,4107 PORTSMOUTH BLVD,23321-2140,
3482,House of Brews #3482,US,3482,65,65,3,N,A,N,S,Y,Y,,IL,US,SPRINGFIELD,3261 S VETERANS PKWY,62704-7425,
1428,SQAle Brewery #1428,US,1428,15,15,0,N,A,N,S,Y,Y,-75.841437,PA,US,WILKES BARRE,438 Arena Hub Plaza,18702,41.238586
708,Brewdis #708,US,708,30,90,0,N,A,N,S,Y,Y,,NJ,US,PARAMUS,700 PARAMUS PARK,07652-3513,
3645,Brewdis 3645,JP,3645,30,30,1,N,A,N,S,N,N,,13,JP,Taito-ku,Marui city Ueno B2F,110-8502,
8007,SQAle #8007,US,8007,20,10,0,N,A,N,S,Y,Y,,NJ,US,CHester,130 S.O.C. ST.,07930-2008,
753,Brewdis #753,US,753,25,125,0,N,A,N,S,Y,Y,,NJ,US,SHORT HILLS,1200 MORRIS TURNPIKE,07078-2746,
6142,House of Brews#6142,US,6142,30,30,3,N,A,N,S,Y,Y,-97.678775,TX,US,ROUND ROCK,2701D PARKER ROAD,78681,30.482041
2109,Brewdis #2109,US,2109,30,30,0,N,O,N,S,N,N,,PA,US,MONROEVILLE,237 MONROEVILLE MALL BLVD,15146,
3279,House of Brews #3279,US,3279,65,65,3,N,A,N,S,Y,Y,,CO,US,COLORADO SPRINGS,5924 Barnes Rd,80922,
7090,Hip Hops #7090,US,7090,30,30,0,N,A,N,S,Y,Y,-84.6907,MN,US,St Paul,2002 ROSEDALE CENTER,55113,41.412014
8998,SQAle #8998,US,8998,30,30,0,N,O,N,S,N,N,,LA,US,COVINGTON,69326 HIGHWAY 21,70433,
6475,House of Brews#6475,US,6475,45,45,3,N,A,N,S,Y,Y,-74.353565,NJ,US,LIVINGSTON,112 EISENHOWER PKWY,7039,40.776561
3781,House of Brews #3781,US,3781,45,45,3,N,A,N,S,Y,Y,,MO,US,SAINT JOSEPH,5201 N BELT HWY,64506-1553,
6121,House of Brews #6121,US,6121,65,65,3,N,A,N,S,Y,Y,,OH,US,CLEVELAND,3399 STEELYARD DRIVE,44109,
432,Brewdis #432,US,432,25,125,0,N,A,N,S,Y,Y,,TX,US,THE WOODLANDS,1201 LAKE WOODLANDS DR,77380,
5780,House of Brews #5780,US,5780,65,65,3,N,A,N,S,Y,Y,,TN,US,KNOXVILLE,218 MORRELL RD,37919,
7330,Brewdis #7330,US,7330,30,150,0,N,O,N,S,Y,Y,,NC,US,GREENSBORO,801C FRIENDLY CENTER RD,27408-7807,
8055,SQAle #8055,US,8055,20,25,0,N,A,N,S,Y,Y,-98.478975,TX,US,SAN ANTONIO,7400 SAN PEDRO AVE,78216,29.173285
5815,House of Brews#5815,US,5815,45,45,3,N,A,N,S,Y,Y,-80.333848,FL,US,MIAMI,13605 So Dixie Hwy,33176,25.642098
9172,Store #9172,CA,9809,25,25,2,N,A,N,S,Y,N,-122.95767,BC,CA,WHISTLER,4308 Main Street,V0N 1B4,50.117018
6228,House of Brews #6228,US,6228,45,45,3,N,A,N,S,Y,Y,,MS,US,COLUMBUS,1488 OLD ABERDEEN RD,39705,
4221,House of Brews #4221,US,4221,65,45,3,N,A,N,S,Y,Y,-90.917097,LA,US,DENHAM SPRINGS,Interstate 12 & Juban Road,70726,30.463761
8997,SQAle #8997,US,8997,30,30,0,N,O,N,S,N,N,,WA,US,TUKWILA,806 SOUTHCENTER,98188,
11,POPUP OHIO #11,US,11,960000,1000,0,Y,O,Y,W,N,N,-82.9543566,OH,US,OBETZ,3880 Groveport Rd,43207,39.886893
3468,House of Brews #3468,US,3468,45,45,3,N,A,N,S,Y,Y,,MO,US,JEFFERSON CITY,3535 MISSOURI BLVD,65109,
3364,House of Brews #3364,US,3364,45,45,3,N,A,N,S,Y,Y,,FL,US,VIERA,2281 TOWN CENTER AVE,32940,
40,Brampton WMOS,CA,40,700000,1000,0,Y,A,Y,W,Y,Y,-79.6842765,ON,CA,Brampton,9500 McLaughlin Rd N,L6X 2V9,43.6198787
7009,Brewdis #7009,US,7009,25,125,0,N,A,N,S,Y,Y,,NY,US,SARATOGA SPRINGS,341 Broadway,12866,
3816,Brewdis 3816,JP,3816,30,30,1,N,A,N,S,N,N,139.704722,13,JP,Shinjuku-ku,3-37-1,160-0022,35.686667
7786,Brewdis Brewery #7786,US,7786,25,25,0,N,A,N,S,Y,Y,-81.416611,FL,US,ST. AUGUSTINE,2700 State Road 16,32092,29.924275
710,Brewdis #710,US,710,50,25,0,N,O,N,S,N,N,,NJ,US,WOODBRIDGE,210 WOODBRIDGE CTR,07095-1321,
8091,SQAle #8091,US,8091,30,30,0,N,O,N,S,N,N,,FL,US,MIAMI,8888 SW 136TH ST,33176,
3035,SQAle #3035,US,3035,25,20,0,N,A,N,S,Y,Y,,IL,US,ORLAND PARK,108 ORLAND SQUARE DR,60462,
5612,House of Brews #5612,US,5612,65,65,3,N,A,N,S,Y,Y,,CA,US,SANTA ROSA,2070 SANTA ROSA AVE,95407,
224,Brewdis #224,US,224,15,15,0,N,O,N,S,N,N,,CA,US,THOUSAND OAKS,240 West Hillcrest Drive,91360,
8596,SQAle #8596,US,8596,30,25,0,N,A,N,S,Y,Y,-121.131309,CA,US,ROSEVILLE,1151 Galleria Blvd,95678,38.910488
9132,Store #9132,CA,9869,25,25,3,N,O,N,S,Y,N,-73.612797,QC,CA,MONTREAL,7077 Newman Boulevard,H8N 1X1,45.44708
1547,Brewdis #1547,US,1547,25,125,0,N,A,N,S,Y,Y,,TX,US,HURST,1101 MELBOURNE RD,76053,
595,Brewdis #595,US,595,30,150,0,N,A,N,S,Y,Y,,AZ,US,SCOTTSDALE,15169 North Scottsdale Road,85254,
1956,SQAle Brewery #1956,US,1956,15,15,0,N,A,N,S,Y,Y,-76.921471,NY,US,WATERLOO,655 Route 318,13165,42.956584
2824,Brewdis Brewery #2824,US,2824,15,15,0,N,A,N,S,Y,Y,-102.110915,TX,US,MIDLAND,2810 W Loop 250 N,79705,32.039249
7790,Brewdis Brewery #7790,US,7790,35,35,0,N,A,N,S,Y,Y,-73.235328,MA,US,LEE,50 Water Street,1238,42.296527
6014,Brewdis #6014,US,6014,25,125,0,N,A,N,S,Y,Y,,NC,US,DURHAM,6910 FAYETTEVILLE RD,27713,
3975,House of Brews #3975,US,3975,65,65,3,N,A,N,S,Y,Y,,KY,US,LOUISVILLE,4300 TOWN CENTER DRIVE,40241,
7298,BR 7298,JP,7298,20,20,0,N,A,N,S,Y,Y,139.777806,13,JP,Chuo-Ku,1-4-1 Nihonbashi,103-0027,35.679361
1627,Brewdis #1627,US,1627,25,125,0,N,A,N,S,Y,Y,,ND,US,GRAND FORKS,2800 S COLUMBIA RD,58201,
1995,SQAle Brewery #1995,US,1995,15,15,0,N,A,N,S,Y,Y,-83.602198,OH,US,JEFFERSONVILLE,8265 Factory Shops Boulevard,43128,39.619366
5335,House of Brews #5335,US,5335,65,65,3,N,A,N,S,Y,Y,,CA,US,THOUSAND OAKS,205 N MOORPARK RD,91360,
576,Brewdis #576,US,576,25,125,0,N,A,N,S,Y,Y,,IL,US,CHICAGO,935 West North Avenue,60622,
7371,Brewdis #7371,US,7371,30,150,0,N,A,N,S,Y,Y,,LA,US,LAFAYETTE,5725 Johnston Street,70503,
1926,Brewdis Brewery #1926,US,1926,25,25,0,N,A,N,S,Y,Y,-84.122067,GA,US,LOCUST GROVE,100 Tanger Boulevard,30248,33.347901
7911,Brewdis Brewery #7911,US,7911,15,15,0,N,A,N,S,Y,Y,-86.082635,MI,US,HOLLAND,12330 James Street,49424,42.808963
5888,House of Brews #5888,US,5888,90,90,3,N,A,N,S,Y,Y,,FL,US,AVENTURA,19225 BISCAYNE BLVD,33180,
9838,Store #9838,CA,9838,25,25,0,N,A,N,S,Y,Y,-79.559961,ON,CA,ETOBICOKE,25 The West Mall,M9C 1B8,43.609592
9127,Store #9127,CA,9127,15,15,3,N,A,N,S,Y,Y,-79.820583,ON,CA,BURLINGTON,900 Maple Avenue,L7S 2J8,43.32572
7028,Brewdis #7028,US,7028,30,150,0,N,A,N,S,Y,Y,,NY,US,LARCHMONT,1340 BOSTON POST RD,10538,
278,Brewdis #278,US,278,50,250,0,N,A,N,S,Y,Y,,CA,US,LOS ANGELES,189 The Grove Drive,90036-6225,
2537,Brewdis Brewery #2537,US,2537,25,25,0,N,A,N,S,Y,Y,-90.062892,LA,US,NEW ORLEANS,1 Poydras Street,70130,29.949364
5937,House of Brews #5937,US,5937,65,65,3,N,A,N,S,Y,Y,,WI,US,MADISON,2348 E SPRINGS DRIVE,53704,
6445,House of Brews #6445,US,6445,65,65,3,N,A,N,S,Y,Y,,FL,US,DAVIE,2100 S UNIVERSITY DR,33324,
4581,House of Brews#4581,US,4581,65,30,0,N,A,N,S,Y,Y,-78.958386,SC,US,MYRTLE BEACH,4628 Factory Stores Blvd,29579,33.75119
4626,SQAle #4626,US,4626,30,30,0,N,A,N,S,Y,Y,-82.301003,SC,US,GREENVILLE,1140 WOODRUFF ROAD,29601,34.825812
6025,House of Brews#6025,US,6025,65,65,3,N,A,N,S,Y,Y,-77.525887,VA,US,MANASSAS,11096 BULLOCH DR,20109,38.801868
1525,Brewdis #1525,US,1525,15,75,0,N,A,N,S,Y,Y,,TX,US,DALLAS,10720 PRESTON RD,75230,
3472,House of Brews #3472,US,3472,65,65,3,N,A,N,S,Y,Y,,WA,US,WENATCHEE,1310 North Miller St,98801,
9741,Brewdis #9741,US,9741,25,125,0,N,A,N,S,Y,Y,,PA,US,WILLOW GROVE,2500 W MORELAND RD,19090,
7223,BR 7223,JP,7223,10,10,0,N,A,N,S,Y,Y,,13,JP,Koto-ku,LALAPORT Toyosu,135-8614,
8254,SQAle #8254,US,8254,59,115,0,N,A,N,S,Y,Y,-80.140267,FL,US,AVENTURA,19501 BISCAYNE BLVD.,33180,25.959719
2152,Brewdis Brewery #2152,US,2152,35,35,0,N,A,N,S,Y,Y,-81.069946,FL,US,DAYTONA BEACH,1100 Cornerstone Boulevard,32117,29.240991
1999,Brewdis Brewery #1999,US,1999,15,15,0,N,O,N,S,N,N,-95.931889,OK,US,BARTLESVILLE,2350 SE Washington Boulevard,74006,36.715307
6433,House of Brews#6433,US,6433,45,45,3,N,A,N,S,Y,Y,-71.475936,RI,US,WARWICK,400 BALD HILL RD,2886,41.723054
7795,Brewdis Brewery #7795,US,7795,35,35,0,N,A,N,S,Y,Y,-97.038937,TX,US,GRAPEVINE,3000 Grapevine Mills Parkway 224,76051,32.968842
4023,BR 4023,JP,4023,30,30,0,N,O,N,S,N,N,,23,JP,Nagoya-shi,Lachic 4F,460-0008,
4215,House of Brews#4215,US,4215,65,30,0,N,A,N,S,Y,Y,-84.459842,GA,US,ATLANTA,2967 COBB PARKWAY,30339,33.881957
7774,Brewdis Brewery #7774,US,7774,45,45,0,N,A,N,S,Y,Y,-74.126765,NY,US,CENTRAL VALLEY,470 Evergreen Court,10917,41.316775
7590,SQAle #7590,US,7590,30,15,0,N,A,N,S,Y,Y,-81.9519457,OH,US,WESTLAKE,105 MAIN STREET,44145,41.4587554
2584,SQAle Brewery #2584,US,2584,30,30,0,N,A,N,S,Y,Y,-76.193052,VA,US,NORFOLK,1600 Premium Outlets Boulevard,23502,36.878058
7993,SQAle Brewery #7993,US,7993,30,30,0,N,A,N,S,Y,Y,-104.873849,CO,US,CASTLE ROCK,5050 Factory Shops Boulevard,80108,39.412429
8536,SQAle #8536,US,8536,25,25,0,N,A,N,S,Y,Y,,CA,US,Los Angeles,189 The Grove Drive,90036,
8226,SQAle #8226,US,8226,30,30,3,N,A,N,S,Y,Y,-73.769626,NY,US,WHITE PLAINS,125 WESTCHESTER AVE SPACE 2500,10601,41.031397
7503,Brewdis #7503,US,7503,50,25,0,N,O,N,S,N,N,,WA,US,KENNEWICK,1321 N COLUMBIA CENTER BLVD,99336-1165,
7185,Brewdis #7185,US,7185,50,25,0,N,O,N,S,N,N,,NJ,US,OLD BRIDGE,3801 US HIGHWAY #9,8857,
7201,Brewdis #7201,US,7201,25,125,0,N,A,N,S,Y,Y,,TX,US,EL PASO,8401 GATEWAY BLVD W,79925-6105,
129,Brewdis #129,US,129,30,30,3,N,O,N,S,N,N,,CA,US,SANTA ROSA,1041 Santa Rosa Plz,95401-6340,
5993,House of Brews #5993,US,5993,65,65,3,N,A,N,S,Y,Y,,MN,US,DULUTH,1600 MILLER TRUNK HWY,55811,
8594,SQAle #8594,US,8594,15,15,0,N,O,N,S,N,N,,NH,US,PORTSMOUTH,100 MARKET STREET,3801,
4216,House of Brews#4216,US,4216,25,30,0,N,A,N,S,Y,Y,-122.325804,WA,US,SEATTLE,401 NE NORTHGATE WAY,98125,47.706982
3839,Brewdis 3839,JP,3639,30,30,1,N,A,N,S,Y,Y,130.413528,40,JP,Fukuoka-shi,CanalCity Hakata SouthBuillding 3F,812-0018,33.586361
6275,SQAle Brewery #6275,US,6275,15,15,0,N,A,N,S,Y,Y,-80.819331,SC,US,BLUFFTON,1414 Fording Island Road,29910,32.239551
8046,SQAle #8046,US,8046,20,20,0,N,O,N,S,N,N,,CA,US,REDONDO BEACH,1815 HAWTHORNE,90278,
6088,House of Brews#6088,US,6088,45,65,3,N,A,N,S,Y,Y,-117.668342,CA,US,MISSION VIEJO,555 THE SHOPS AT MISSION VIEJO,92691,33.558765
1649,Brewdis Brewery #1649,US,1649,15,15,0,N,A,N,S,Y,Y,-93.740214,LA,US,BOSSIER CITY,240 Boardwalk Boulevard Bldg H,71111,32.51848
5655,House of Brews #5655,US,5655,65,65,3,N,A,N,S,Y,Y,,WA,US,BELLEVUE,15600 N.E. 8TH ST.,98008,
7663,SQAle #7663,US,7663,20,20,0,N,A,N,S,Y,Y,,PA,US,EXTON,346 EXTON SQUARE MALL,19341-2442,
2514,Brewdis #2514,US,2514,30,150,0,N,A,N,S,Y,Y,,CO,US,DENVER,3000 E 1ST AVE,80206,
9863,Store #9863,CA,9863,50,25,0,N,O,N,S,Y,Y,-64.760216,NB,CA,DIEPPE,477 Paul Street,E1A 4X5,46.098242
6724,Store #6724,CA,6724,25,25,0,N,A,N,S,Y,Y,-81.281731,ON,CA,LONDON,1680 RICHMOND STREET (NORTH),N6G 3Y9,43.025148
8188,SQAle #8188,US,8188,20,20,0,N,A,N,S,Y,Y,,MD,US,TOWSON,825 DULANEY VALLEY ROAD SPACE 324,21204,
6726,Store #6726,CA,6726,50,50,0,N,A,N,S,Y,Y,-79.455526,ON,CA,TORONTO,3401 Dufferin St.,M6A 3A1,43.725822
7494,Brewdis #7494,US,7494,60,30,0,N,O,N,S,N,N,,AR,US,FAYETTEVILLE,4201 N SHILOH DR,72703,
7474,Brewdis #7474,US,7474,30,150,0,N,A,N,S,Y,Y,,CA,US,ROSEVILLE,1151 Galleria Blvd,95678,
1105,Brewdis #1105,US,1105,50,25,0,N,O,N,S,N,N,,OK,US,NORMAN,3401 W MAIN ST,73072,
2239,Brewdis #2239,US,2239,30,150,0,N,O,N,S,N,N,,MA,US,MASHPEE,38 Nathan Ellis Hwy,02649-9998,
3402,Brewdis #3402,US,3402,25,125,0,N,A,N,S,Y,Y,,AZ,US,TUCSON,5870 E BROADWAY BLVD,85711,
688,G #688,JP,688,176,176,1,N,A,N,S,Y,Y,,27,JP,Kita-Ku,Granfront Osaka Shop n Restaurant,530-0011,
7049,SQAle #7049,US,7049,30,30,0,N,A,N,S,Y,Y,-82.365684,NY,US,New York,126 5th Ave,10011,38.444662
3152,SQAle #3152,US,3152,25,30,0,N,A,N,S,Y,Y,,NY,US,VICTOR,135 EASTVIEW MALL,14564-1021,
6920,ON6920,US,6920,30,30,3,N,O,N,S,N,N,,FL,US,SUNRISE,12801 W SUNRISE BLVD,33323,
6591,House of Brews #6591,US,6591,65,65,3,N,A,N,S,Y,Y,,MI,US,TROY,1221 COOLIDGE HWY,48084,
5223,House of Brews #5223,US,5223,45,45,3,N,A,N,S,Y,Y,,TN,US,COLLIERVILLE,10287 East Shelby Dr,38017,
9683,Brewdis#9683,US,2111,30,30,0,N,A,N,S,Y,Y,-79.934174,PA,US,PITTSBURGH,5436 Walnut Street,15232,40.450986
8560,SQAle #8560,US,8560,35,40,0,N,A,N,S,Y,Y,-105.11389,CO,US,BROOMFIELD,1 West Flatiron Circle,80021,39.885388
711,Brewdis #711,US,711,75,75,0,N,A,N,S,Y,Y,-73.967842,NY,US,New York,734 LEXINGTON AVE,10022,40.758775
2760,Brewdis #2760,US,2760,25,125,0,N,A,N,S,Y,Y,,NE,US,OMAHA,17304 Davenport Street,68118,
9518,Brewdis #9518,US,9518,30,30,0,N,O,N,S,N,N,,IA,US,WEST DES MOINES,101 74th Street,50266,
3982,ON3982,US,3982,45,45,3,N,A,N,S,Y,Y,,TX,US,LONGVIEW,3090 NORTH EASTMAN ROAD,75605,
7927,SQAle Brewery #7927,US,7927,30,30,0,N,A,N,S,Y,Y,-73.700824,NY,US,LAKE GEORGE,1439 State Route 9,12845,43.365557
5102,Brewdis #5102,US,5102,25,25,0,N,O,N,S,N,N,,OH,US,YOUNGSTOWN,7401 MARKET ST,44512,
8503,Brewdis #8503,US,8503,50,25,0,N,O,N,S,N,N,,WV,US,MORGANTOWN,9907 MALL RD,26501,
8986,Store #8986,CA,8986,20,20,0,N,A,N,S,Y,Y,-113.51581,AB,CA,EDMONTON,11100 51st AVE,T6H 4M6,53.488327
5579,House of Brews #5579,US,5579,0,30,0,N,A,N,S,N,N,,,,,,,
838,House of Brews #838,US,838,65,65,3,N,A,N,S,Y,Y,,NJ,US,HOLMDEL,2130 State Route 35,07733-3117,
7043,Hip Hops #7043,US,7043,30,30,0,N,A,N,S,Y,Y,-80.261389,FL,US,Coral Gables,350 San Lorenzo Ave,33146,25.732126
5979,House of Brews #5979,US,5979,90,90,3,N,A,N,S,Y,Y,,NY,US,BROOKLYN,5141 KINGS PLZ,11234-5218,
6205,Brewdis #6205,US,6205,20,10,0,N,O,N,S,N,N,,NV,US,HENDERSON,1300 W SUNSET RD,89014,
5838,House of Brews#5838,US,5838,45,45,3,N,A,N,S,Y,Y,-88.110396,IL,US,BLOOMINGDALE,346 W Army Trail Rd,60108,41.939143
7769,Brewdis Brewery #7769,US,7769,25,25,0,N,A,N,S,Y,Y,-87.956329,IL,US,GURNEE,6170 Grand,60031,42.384566
3659,Brewdis 3659,JP,3659,88,88,1,N,O,N,S,Y,Y,139.653694,14,JP,Yokohama-shi,1-32,231-0861,35.437861
8109,SQAle #8109,US,8109,15,15,0,N,A,N,S,Y,Y,,MA,US,Holyoke,50 Holyoke ST,1040,
3139,SQAle #3139,US,3139,10,15,0,N,A,N,S,Y,Y,,IL,US,GENEVA,226 COMMONS DR,60134-2522,
275,Brewdis #275,US,275,25,125,0,N,A,N,S,Y,Y,,CA,US,SANTA MONICA,1355 3rd Street Promenade,90401-1309,
2242,Brewdis #2242,US,2242,25,75,0,N,A,N,S,Y,Y,,MA,US,BROOKLINE,306 HARVARD ST,02446-2917,
6510,House of Brews #6510,US,6510,65,65,3,N,A,N,S,Y,Y,,TX,US,CANUTILLO,7051 S Desert Blvd,79835,
5896,House of Brews #5896,US,5896,65,65,3,N,A,N,S,Y,Y,,MD,US,COLUMBIA,6260 COLUMBIA CROSSING DR,21045,
5928,House of Brews #5928,US,5928,90,90,3,N,O,N,S,N,N,,NY,US,NEW YORK,503 BROADWAY,10012-4401,
4226,Brewdis #4226,US,4226,10,50,0,N,A,N,S,Y,Y,-84.372883,KY,US,Lexington,2308 Sir Barton Way,40509,37.986629
7254,BR 7254,JP,7254,20,20,0,N,A,N,S,Y,Y,136.988139,23,JP,Nagoya-shi,Hoshigaoka Terrace West 2F,464-0802,35.157194
7651,SQAle #7651,US,7651,30,30,0,N,O,N,S,N,N,,CO,US,LAKEWOOD,7244 BONFILS LANE,80226,
6484,House of Brews #6484,US,6484,70,70,3,N,A,N,S,Y,Y,,MA,US,NORTH ATTLEBORO,1250 S WASHINGTON ST,02760-4417,
1012,Brewdis #1012,US,1012,30,60,3,N,A,N,S,Y,Y,,VA,US,CHARLOTTESVILLE,1534 RIO RD E,22901,
6422,House of Brews #6422,US,6422,65,65,3,N,A,N,S,Y,Y,,OH,US,JEFFERSONVILLE,8000 FACTORY SHOPS BLVD,43128,
6577,House of Brews#6577,US,6577,65,65,3,N,A,N,S,Y,Y,-122.808276,OR,US,BEAVERTON,3115 SW CEDAR HILLS BLVD,97005,45.497421
6179,House of Brews #6179,US,6179,90,90,3,N,A,N,S,Y,Y,,IL,US,SKOKIE,9435 SKOKIE BLVD,60077,
4526,Brewdis #4526,US,4526,30,30,0,N,O,N,S,N,N,,LA,US,NEW ORLEANS,1 POYDRAS ST,70130,
5766,House of Brews #5766,US,5766,65,65,3,N,A,N,S,Y,Y,,MN,US,MAPLE GROVE,8020 WEDGEWOOD LANE NORTH,55369,
5218,House of Brews #5218,US,5218,65,65,3,N,A,N,S,Y,Y,,NJ,US,HAMILTON TOWNSHIP,MARKETPLACE BOULEVARD,8691,
3964,Brewdis 3964,JP,3764,10,10,1,N,A,N,S,Y,Y,139.900194,9,JP,Utsunomiya-shi,1-4-6,321-0964,36.557
5363,House of Brews #5363,US,5363,65,65,3,N,A,N,S,Y,Y,,WA,US,VANCOUVER,8700 NE VANCOUVER MALL DR,98662-6750,
6937,SQAle#6937,US,6937,25,30,0,N,A,N,S,Y,Y,-115.333169,NV,US,LAS VEGAS,1980 FESTIVAL PLAZA DRIVE,89135,36.150022
889,Brewdis 889,JP,689,20,54,1,N,A,N,S,Y,Y,,12,JP,Kashiwa-shi,Lalaport Kashiwanoha 2F,277-8518,
5211,House of Brews#5211,US,5211,65,65,3,N,A,N,S,Y,Y,-97.552394,OK,US,OKLAHOMA CITY,1437 WEST I-240 SERVICE RD,73159,35.393043
8428,SQAle #8428,US,8428,20,20,0,N,A,N,S,Y,Y,,NC,US,GREENSBORO,801B FRIENDLY CENTER RD,27408-7807,
5871,House of Brews #5871,US,5871,65,65,3,N,A,N,S,Y,Y,,MD,US,BALTIMORE,8123 HONEYGO BLVD,21236,
6016,House of Brews#6016,US,6016,65,65,3,N,A,N,S,Y,Y,-84.944794,GA,US,COLUMBUS,5555 WHITTLESEY BLVD,31909,32.546904
257,Brewdis #257,US,257,25,125,0,N,A,N,S,Y,Y,,CA,US,BELMONT SHORES,5025 E 2ND ST,90803-5321,
8599,SQAle #8599,US,8599,15,15,0,N,A,N,S,Y,Y,,MA,US,HYANNIS,769 Iyannough Road,2601,
5760,House of Brews#5760,US,5760,45,45,3,N,A,N,S,Y,Y,-119.313903,CA,US,VISALIA,2209 S MOONEY BLVD,93277,36.309064
6170,House of Brews#6170,US,6170,45,45,3,N,A,N,S,Y,Y,-84.150551,OH,US,LIMA,2400 ELIDA RD,45805,40.765004
6267,SQAle Brewery #6267,US,6267,30,30,0,N,A,N,S,Y,Y,-95.811998,TX,US,KATY,5000 Katy Mills Circle,77494,29.776307
5369,House of Brews #5369,US,5369,0,30,0,N,O,N,S,N,N,,,,,,,
590,Brewdis #590,US,590,25,25,0,N,O,N,S,N,N,,CA,US,WALNUT CREEK,1139 SOUTH MAIN STREET,94596-5114,
8420,Store #8420,CA,8420,40,40,0,N,A,N,S,Y,Y,-73.570994,QC,CA,MONTREAL,777 Rue Sainte Catherine,H3B 1C6,45.502185
3184,Store #3184,CA,3184,15,15,0,N,A,N,S,Y,Y,-73.648856,QC,CA,MONTREAL,2305 Chemin Rockland,H3P 3E9,45.526768
8256,SQAle #8256,US,8256,35,30,0,N,A,N,S,Y,Y,,CA,US,LOS ANGELES,10800 W Pico Blvd,90064-2130,
6489,House of Brews #6489,US,6489,90,90,3,N,A,N,S,Y,Y,,CA,US,ELK GROVE,9155 W STOCKTON BLVD,95758-8051,
6348,House of Brews#6348,US,6348,65,65,3,N,A,N,S,Y,Y,-80.80609,NC,US,CHARLOTTE,"9786 REA ROAD, SUITE C",28277,35.038873
7074,SQAle #7074,US,7074,30,30,0,N,A,N,S,Y,Y,-81.43155,FL,US,Orlando,4200 Conroy Rd Space 218,32839,28.485565
9488,Brewdis #9488,US,9488,30,150,0,N,A,N,S,Y,Y,,CA,US,SHERMAN OAKS,14006 RIVERSIDE DR,91423,
7157,Brewdis #7157,US,7157,50,250,0,N,A,N,S,Y,Y,,CT,US,SOUTH WINDSOR,400 EVERGREEN WAY,06074-6946,
5510,House of Brews #5510,US,5510,45,45,3,N,O,N,S,N,N,,SC,US,GREENWOOD,507 Bypass 72 NW,29649,
3897,Brewdis 3897,JP,3897,30,30,1,N,A,N,S,N,N,,13,JP,Adachi-ku,Marui Kitasenju 5F,120-8501,
8316,SQAle #8316,US,8316,15,15,0,N,A,N,S,Y,Y,,CA,US,CHINO HILLS,13855 CITY CENTER DRIVE,91710,
6811,Brewdis #6811,US,6811,60,30,0,N,O,N,S,N,N,-87.308491,TN,US,Clarksville,2801 Wilma Rudolph Blvd.,37040,36.51674
5360,House of Brews#5360,US,5360,45,45,3,N,A,N,S,Y,Y,-75.149965,NJ,US,PHILLIPSBURG,1200 US HIGHWAY 22 STE 612,8865,40.683966
747,Brewdis #747,US,747,30,150,0,N,A,N,S,Y,Y,-73.998594,NY,US,Brooklyn,2101 86TH ST,11214,40.599523
8146,SQAle#8146,US,8146,30,30,0,N,A,N,S,Y,Y,-78.679426,NC,US,RALEIGH,4325 GLENWOOD AVENUE,27612,35.839467
2260,Brewdis #2260,US,2260,25,125,0,N,A,N,S,Y,Y,,NH,US,SALEM,99 ROCKINGHAM PARK BLV,3079,
